Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,1,3,10,0.226819516,0.8685,9.968531469,1.628706852,0.013083746,0.002666679,0.130526238,0.049352499,nan,nan,nan,nan,nan,nan,15.07204423
distributed,1,3,20,0.228138439,0.8677,19.84308511,3.289055027,0.013158268,0.001570999,0.126586681,0.051689066,nan,nan,nan,nan,nan,nan,14.87209864
distributed,1,3,30,0.22924418,0.8681,29.7957497,6.641703262,0.013317323,0.001793989,0.121054222,0.052405553,nan,nan,nan,nan,nan,nan,14.94511266
distributed,1,3,50,0.232142246,0.8689,49.44687842,13.16539023,0.013515371,0.002613737,0.158493336,0.048364687,nan,nan,nan,nan,nan,nan,15.0438421
distributed,1,3,70,0.238532265,0.8649,69.79060266,17.18319593,0.013731224,0.002334888,0.124364236,0.048550769,nan,nan,nan,nan,nan,nan,14.72143369
distributed,1,3,100,0.2395689,0.8664,97.58349328,30.55277765,0.012940866,0.000471185,0.127830898,0.064987782,nan,nan,nan,nan,nan,nan,14.97791304
Type,Simulation,case,tau_setup,lossValue,predictionAccuracy,avg_tau,stddev_tau,avg_each_local,stddev_each_local,avg_each_global,stddev_each_global,avg_betaAdapt,stddev_betaAdapt,avg_deltaAdapt,stddev_deltaAdapt,avg_rhoAdapt,stddev_rhoAdapt,total_time_recomputed
distributed,0,0,-1,0.22346396,0.8732,97.5965966,43.27091921,0.01398181,0.002491744,0.125449878,0.059319179,1.00E-05,0,3.14E-17,1.44E-17,0,0,15.0831549
distributed,0,0,1,0.2470478,0.8438,1,0,0.013645428,0.006642607,0.129713802,0.052634653,nan,nan,nan,nan,nan,nan,14.90935992
distributed,0,0,2,0.234278202,0.8565,1.989583333,0.142103595,0.01256677,0.004629686,0.132635293,0.05330923,nan,nan,nan,nan,nan,nan,15.26341947
distributed,0,0,3,0.230037017,0.8626,2.984790875,0.296424853,0.012428267,0.003617127,0.130385379,0.050611138,nan,nan,nan,nan,nan,nan,14.89379786
